Step,Loss
0,2395.220947265625
1,2109.06982421875
2,1899.410400390625
3,1779.6605224609375
4,1658.1859130859375
5,1572.5267333984375
6,1524.898193359375
7,1481.1640625
8,1460.6121826171875
9,1454.3046875
10,1440.058837890625
11,1443.6566162109375
12,1453.1951904296875
13,1463.7811279296875
14,1477.391357421875
